affected_population,stranded_people,water_level,hospital_occupancy,medical_cases,road_blocked,sos_count,shelter_occupancy,food_shortage_ratio,water_shortage_ratio,disaster_duration_hours,population_vulnerability,severity_score
2346.3404498842956,84.27174593703221,0.5663423732634604,0.5419903807749548,126.872056764913,1.0,3.0,0.5981610703214062,0.5920701433730253,0.17379580100061795,17.442967321522204,0.3679777611168662,0.5508806829750541
15050.607154587606,4132.923157242471,0.32295999864998504,0.4696300061892919,1883.3342277620882,0.0,210.0,0.339720600607301,0.19608425373808716,0.14804219337522953,4.3616986839003165,0.9104566667504953,0.8088741579297456
6583.728467727246,1189.9768228488315,0.35396267837746276,0.6451878107968125,753.3063417067067,1.0,66.0,0.2084246800971794,0.4858487495850891,0.45447979174471614,3.0926673440277175,0.5460281227151211,0.799018273139128
4564.712768879766,425.304023821297,0.3039006621420686,0.8493619393798202,323.59592728050086,0.0,26.0,0.7794047432436368,0.41407182717646673,0.3264553603481874,2.8613482283974463,0.5439389163992012,0.862266693453266
848.1243523117314,103.02177580631195,0.4023651153115191,0.4890966673320549,61.36963671928537,1.0,3.0,0.9017756334795093,0.3685445780127373,0.07152943436618636,7.928646244495589,0.5049269427329592,0.45019382244130274
847.9814595730259,50.268992830517455,0.7377646547825913,0.5846205965803531,44.01856208719866,0.0,5.0,0.7045350670206869,0.5609847263535543,0.8148788501474343,16.11239113462661,0.6413739168206988,0.6734539894417855
299.1938430434034,66.14275931236584,0.2853838060715402,0.40600177826735656,32.007707856064506,0.0,3.0,0.33575132698449806,0.15507968443706432,0.6667098167449197,5.923537465957676,0.6671188835021693,0.4085271928561297
10056.154322399698,222.73285436466992,0.46147203113744684,0.7911161829749119,705.037043580049,0.0,12.0,0.48546351281796896,0.09147155567494196,0.40801511396247386,75.90022186385053,0.38001387340898474,0.7108499951488447
4595.410768136323,235.68056305902624,0.4525118768595835,0.816184348641209,135.2382350777358,1.0,12.0,0.32183486639488934,0.13110215640643083,0.7428863654780857,1.6225881366830517,0.4993228588272015,0.904051124421403
6156.250308522952,1637.8174671683148,0.24104049172111136,0.646911898031016,416.4096706905408,0.0,77.0,0.4361636993974427,0.5174325410136084,0.34794924399995114,26.864993120783787,0.5459741845546013,0.7202940791059328
103.99653999569311,7.860789697833049,0.40055118961001246,0.8161658556649172,3.3938748328157606,0.0,3.0,0.5871967407888127,0.3020240163205225,0.48046809441953736,48.919994013097124,0.4823471071557322,0.33083110226435025
17517.78737579156,38.74405252502485,0.4360366531210339,0.7510892814378799,1125.4798560092938,0.0,4.0,0.4831708064280744,0.22749477339425953,0.3178368552274312,1.0,0.7903238626568018,0.5046778361982218
8932.147716773376,72.97680431555263,0.16037080649774454,0.9505998130556119,309.9140296224422,0.0,4.0,0.811417770896194,0.44438962640194435,0.1400442440345423,24.39888598997151,0.7311543066347128,0.6549180878020197
1193.438126244735,25.888258738930368,0.6217081565450722,0.7106016315613097,38.663192803299495,0.0,2.0,0.5397397729359207,0.2968883223106642,0.788656766005973,27.473826871495266,0.4003940440114276,0.4707874109476988
1003.3949437483168,220.149339201376,0.570366286260603,0.5498048946898091,107.90125852822376,1.0,13.0,0.29487236118585214,0.8931655405288115,0.3788971452762397,3.632576619385755,0.2628485581991798,0.7044115121452839
1013.0571141612853,273.9959890980722,0.5851823162343484,0.8107551607982173,98.58148686900218,0.0,11.0,0.6611483260492996,0.42021816435108955,0.6799586177685882,7.758372364673612,0.7025047262158013,0.7391697853107279
1813.7686473023857,327.48912140991956,0.3734801807898584,0.33973166741293775,91.36052256737813,0.0,22.0,0.5773829820203837,0.294575097153245,0.42529381201862443,16.92258342315499,0.4515364816535195,0.5939128832124785
3719.6391543042723,594.9019727882564,0.3291487357001609,0.6334288178086237,370.05651538973524,0.0,37.0,0.39747447513298406,0.3281096815454629,0.661328530976379,24.69828121754081,0.4788838192404749,0.7292339313127089
